text,label
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=8370,spam
Earn $923 per hour working from home! Apply now: http://workathome.biz/job1973,spam
You've been selected for a government grant of $9225. Call 9705269182 to claim.,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=5377,spam
Congratulations! You've won a prize worth $9976. Claim now at http://bit.ly/prize779,spam
You've been selected for a government grant of $7011. Call 9649953627 to claim.,spam
Congratulations! You've won a prize worth $9134. Claim now at http://bit.ly/prize781,spam
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=10654,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide783,spam
Exclusive offer! Get 50% off all products. Use code SALE1582 at checkout. Shop now: http://shop.deals/offer5022,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain7113,spam
Click here to claim your free gift: http://freegift.com/offer4386. Limited time offer!,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide787,spam
Congratulations! You've won a prize worth $6784. Claim now at http://bit.ly/prize788,spam
Exclusive offer! Get 50% off all products. Use code SALE1226 at checkout. Shop now: http://shop.deals/offer9642,spam
Exclusive offer! Get 50% off all products. Use code SALE1435 at checkout. Shop now: http://shop.deals/offer10620,spam
Earn $1148 per hour working from home! Apply now: http://workathome.biz/job7025,spam
Congratulations! You've won a prize worth $2980. Claim now at http://bit.ly/prize792,spam
Exclusive offer! Get 50% off all products. Use code SALE1251 at checkout. Shop now: http://shop.deals/offer3301,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=8811,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide795,spam
Exclusive offer! Get 50% off all products. Use code SALE1581 at checkout. Shop now: http://shop.deals/offer3335,spam
Earn $1229 per hour working from home! Apply now: http://workathome.biz/job7285,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=2980,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide799,spam
Congratulations! You've won a prize worth $3312. Claim now at http://bit.ly/prize800,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain9799,spam
Congratulations! You've won a prize worth $2634. Claim now at http://bit.ly/prize802,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=10251,spam
You've been selected for a government grant of $15308. Call 9739536060 to claim.,spam
Earn $1495 per hour working from home! Apply now: http://workathome.biz/job5743,spam
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=3248,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide807,spam
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=2394,spam
Earn $1113 per hour working from home! Apply now: http://workathome.biz/job7569,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=7399,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=8320,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=2985,spam
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=5649,spam
Click here to claim your free gift: http://freegift.com/offer5905. Limited time offer!,spam
Earn $1306 per hour working from home! Apply now: http://workathome.biz/job1851,spam
Earn $1075 per hour working from home! Apply now: http://workathome.biz/job7317,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=8109,spam
Click here to claim your free gift: http://freegift.com/offer4500. Limited time offer!,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain10373,spam
Click here to claim your free gift: http://freegift.com/offer4114. Limited time offer!,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide821,spam
Congratulations! You've won a prize worth $9367. Claim now at http://bit.ly/prize822,spam
Earn $1063 per hour working from home! Apply now: http://workathome.biz/job1938,spam
You've been selected for a government grant of $17666. Call 8891758114 to claim.,spam
Exclusive offer! Get 50% off all products. Use code SALE1565 at checkout. Shop now: http://shop.deals/offer2229,spam
Earn $1605 per hour working from home! Apply now: http://workathome.biz/job2990,spam
Earn $1277 per hour working from home! Apply now: http://workathome.biz/job5530,spam
You've been selected for a government grant of $45847. Call 9351914511 to claim.,spam
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=7018,spam
Click here to claim your free gift: http://freegift.com/offer6726. Limited time offer!,spam
Exclusive offer! Get 50% off all products. Use code SALE1096 at checkout. Shop now: http://shop.deals/offer2996,spam
You have received a new voicemail. Listen now: Call 9044622800,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide833,spam
Click here to claim your free gift: http://freegift.com/offer10776. Limited time offer!,spam
Exclusive offer! Get 50% off all products. Use code SALE1404 at checkout. Shop now: http://shop.deals/offer10159,spam
Exclusive offer! Get 50% off all products. Use code SALE1051 at checkout. Shop now: http://shop.deals/offer6754,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide837,spam
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=8781,spam
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=4264,spam
You've been selected for a government grant of $11362. Call 8832790892 to claim.,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide841,spam
Exclusive offer! Get 50% off all products. Use code SALE1789 at checkout. Shop now: http://shop.deals/offer2096,spam
Congratulations! You've won a prize worth $3023. Claim now at http://bit.ly/prize843,spam
You've been selected for a government grant of $17978. Call 8639675046 to claim.,spam
Exclusive offer! Get 50% off all products. Use code SALE1643 at checkout. Shop now: http://shop.deals/offer10227,spam
You've been selected for a government grant of $22949. Call 8769061474 to claim.,spam
Congratulations! You've won a prize worth $3873. Claim now at http://bit.ly/prize847,spam
Exclusive offer! Get 50% off all products. Use code SALE1646 at checkout. Shop now: http://shop.deals/offer8363,spam
Earn $1836 per hour working from home! Apply now: http://workathome.biz/job2051,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide850,spam
You have received a new voicemail. Listen now: Call 9147792642,spam
Congratulations! You've won a prize worth $5641. Claim now at http://bit.ly/prize852,spam
You've been selected for a government grant of $28927. Call 8678108079 to claim.,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide854,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=4711,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=9427,spam
Click here to claim your free gift: http://freegift.com/offer10742. Limited time offer!,spam
Exclusive offer! Get 50% off all products. Use code SALE1699 at checkout. Shop now: http://shop.deals/offer8290,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=8663,spam
You have received a new voicemail. Listen now: Call 8784912054,spam
Congratulations! You've won a prize worth $7930. Claim now at http://bit.ly/prize861,spam
Click here to claim your free gift: http://freegift.com/offer7800. Limited time offer!,spam
Click here to claim your free gift: http://freegift.com/offer5523. Limited time offer!,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=4146,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=2175,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=10201,spam
Exclusive offer! Get 50% off all products. Use code SALE1274 at checkout. Shop now: http://shop.deals/offer9439,spam
Exclusive offer! Get 50% off all products. Use code SALE1570 at checkout. Shop now: http://shop.deals/offer6222,spam
Exclusive offer! Get 50% off all products. Use code SALE1712 at checkout. Shop now: http://shop.deals/offer6615,spam
You have received a new voicemail. Listen now: Call 8831891603,spam
Click here to claim your free gift: http://freegift.com/offer7540. Limited time offer!,spam
Click here to claim your free gift: http://freegift.com/offer4443. Limited time offer!,spam
Click here to claim your free gift: http://freegift.com/offer7176. Limited time offer!,spam
Exclusive offer! Get 50% off all products. Use code SALE1769 at checkout. Shop now: http://shop.deals/offer5930,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=10520,spam
You've been selected for a government grant of $41640. Call 9880475363 to claim.,spam
You have received a new voicemail. Listen now: Call 8938013859,spam
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=6793,spam
Earn $1228 per hour working from home! Apply now: http://workathome.biz/job8682,spam
